ID_producto;Nombre_categoria_producto;Cantidad;Precio_Total;Peso_Producto;Calificación_Producto;Ventas;Mes;Año;Precio_Competidor_1;Calificación_Producto_Competidor_1
garden6;garden_tools;6;299,5;1550;4,1;54;7;2018;49,91;4,1
garden6;garden_tools;6;299,5;1550;4,1;46;8;2018;49,91;4,1
health10;health_beauty;21;994,0;1110;4,2;126;2;2018;23,99;4,3
health10;health_beauty;58;281,0;1110;4,2;169;3;2018;23,99;4,3
health10;health_beauty;18;96,6;1110;4,2;118;4;2018;54;4,2
health10;health_beauty;33;172,3;1110;4,2;159;5;2018;23,99;4,3
health10;health_beauty;9;449,8;1110;4,2;131;6;2018;23,99;4,3
health10;health_beauty;5;257,6;1110;4,2;113;7;2018;23,99;4,3
health10;health_beauty;11;557,9;1110;4,2;127;8;2018;23,99;4,3
watches2;watches_gifts;5;790,0;444;4;17;6;2017;163;4,2
watches2;watches_gifts;6;1017,0;444;4;29;7;2017;162;4,2
watches2;watches_gifts;5;849,5;444;4;48;8;2017;161;4,2
watches2;watches_gifts;10;160,4;444;4;54;9;2017;149;4,2
watches2;watches_gifts;16;239,2;444;4;43;10;2017;134,9;4,2
watches2;watches_gifts;26;366,0;444;4;91;11;2017;133;4,2
watches2;watches_gifts;6;894,0;444;4;73;12;2017;149;4,2
watches2;watches_gifts;8;1188,0;444;4;59;1;2018;148,5;4
watches2;watches_gifts;14;2043,9;444;4;90;2;2018;128;4,2
watches2;watches_gifts;9;1115,7;444;4;125;3;2018;117;4,2
watches2;watches_gifts;10;1191,9;444;4;178;4;2018;106;4,2
watches2;watches_gifts;22;2598,9;444;4;260;5;2018;104;4,2
watches2;watches_gifts;1;139,9;444;4;93;6;2018;119;4,2
watches2;watches_gifts;5;694,9;444;4;122;7;2018;118;4,2
watches2;watches_gifts;3;414,0;444;4;61;8;2018;112;4,2
health1;health_beauty;3;255,0;600;3,8;82;8;2017;23;4,3
health1;health_beauty;4;340,0;600;3,8;89;9;2017;23,99;4,3
health1;health_beauty;3;255,0;600;3,8;81;10;2017;23,99;4,3
health1;health_beauty;36;306,0;600;3,8;139;11;2017;23,99;4,3
health1;health_beauty;50;425,0;600;3,8;112;12;2017;23,99;4,3
health1;health_beauty;13;1104,9;600;3,8;98;1;2018;23,99;4,3
health1;health_beauty;7;594,9;600;3,8;126;2;2018;23,99;4,3
health1;health_beauty;4;340,0;600;3,8;169;3;2018;23,99;4,3
health1;health_beauty;2;170,0;600;3,8;131;6;2018;23,99;4,3
garden8;garden_tools;1;180,0;7650;4,2;3;2;2017;17,999;4,2
garden8;garden_tools;3;540,0;7650;4,2;17;4;2017;17,999;4,2
garden8;garden_tools;2;360,0;7650;4,2;115;9;2017;59,9;4,1
garden8;garden_tools;6;1079,9;7650;4,2;146;10;2017;59,9;4,1
garden8;garden_tools;13;234,0;7650;4,2;339;11;2017;52;4,1
garden8;garden_tools;15;276,0;7650;4,2;184;12;2017;55,1;4,1
garden8;garden_tools;14;263,0;7650;4,2;137;1;2018;49,9;4,1
garden8;garden_tools;12;214,8;7650;4,2;160;2;2018;51;4,1
garden8;garden_tools;13;227,7;7650;4,2;116;3;2018;53,9;4,1
garden8;garden_tools;11;196,9;7650;4,2;111;4;2018;53,9;4,1
garden8;garden_tools;3;537,0;7650;4,2;102;5;2018;53;4,1
garden8;garden_tools;10;159,0;7650;4,2;58;6;2018;49,9;4,1
garden8;garden_tools;8;1112,0;7650;4,2;54;7;2018;49,91;4,1
garden8;garden_tools;7;973,0;7650;4,2;46;8;2018;49,91;4,1
garden9;garden_tools;3;179,7;1500;4;17;4;2017;59,9;4
garden9;garden_tools;7;419,3;1500;4;34;5;2017;59,9;4,1
garden9;garden_tools;4;239,6;1500;4;26;6;2017;59,9;4,1
garden9;garden_tools;19;1138,1;1500;4;74;7;2017;59,9;4,1
garden9;garden_tools;21;1257,9;1500;4;113;8;2017;59,9;4,1
garden9;garden_tools;23;1377,7;1500;4;115;9;2017;59,9;4,1
garden9;garden_tools;19;1138,1;1500;4;146;10;2017;59,9;4,1
garden9;garden_tools;82;4397,7;1500;4;339;11;2017;52;4,1
garden9;garden_tools;40;2232,6;1500;4;184;12;2017;55,1;4,1
garden9;garden_tools;25;1247,5;1500;4;137;1;2018;49,9;4,1
garden9;garden_tools;44;2247,6;1500;4;160;2;2018;51;4,1
garden9;garden_tools;25;1347,5;1500;4;116;3;2018;53,9;4,1
garden9;garden_tools;20;1078,0;1500;4;111;4;2018;53,9;4,1
garden9;garden_tools;17;888,3;1500;4;102;5;2018;53;4,1
garden9;garden_tools;8;399,2;1500;4;58;6;2018;49,9;4,1
garden9;garden_tools;9;449,1;1500;4;54;7;2018;49,91;4,1
garden9;garden_tools;7;349,3;1500;4;46;8;2018;49,91;4,1
watches6;watches_gifts;4;652,0;584;4,2;17;6;2017;163;4,2
watches6;watches_gifts;11;1777,5;584;4,2;29;7;2017;162;4,2
watches6;watches_gifts;13;2088,7;584;4,2;48;8;2017;161;4,2
watches6;watches_gifts;18;2762,5;584;4,2;54;9;2017;149;4,2
watches6;watches_gifts;1;134,9;584;4,2;43;10;2017;134,9;4,2
watches6;watches_gifts;15;1995,0;584;4,2;91;11;2017;133;4,2
watches6;watches_gifts;4;596,0;584;4,2;73;12;2017;149;4,2
watches6;watches_gifts;6;769,5;584;4,2;90;2;2018;128;4,2
watches6;watches_gifts;31;364,1;584;4,2;125;3;2018;117;4,2
watches6;watches_gifts;85;896,1;584;4,2;178;4;2018;106;4,2
watches6;watches_gifts;114;1182,0;584;4,2;260;5;2018;104;4,2
watches6;watches_gifts;9;1071,0;584;4,2;93;6;2018;119;4,2
watches6;watches_gifts;11;1302,0;584;4,2;122;7;2018;118;4,2
watches6;watches_gifts;1;112,0;584;4,2;61;8;2018;112;4,2
cool3;cool_stuff;1;29,5;1867;4,4;10;9;2017;99,99;4,2
cool3;cool_stuff;76;2242,0;1867;4,4;102;1;2018;99,99;4,2
cool3;cool_stuff;26;910,0;1867;4,4;45;3;2018;99,99;4,2
cool3;cool_stuff;4;140,0;1867;4,4;18;4;2018;90;4,2
cool3;cool_stuff;4;140,0;1867;4,4;4;5;2018;35;4,4
cool3;cool_stuff;2;130,0;1867;4,4;2;6;2018;65;4,4
cool3;cool_stuff;1;65,0;1867;4,4;1;8;2018;65;4,4
perfumery2;perfumery;1;142,5;400;4,4;8;8;2017;56,99;4,3
perfumery2;perfumery;1;142,5;400;4,4;18;9;2017;56,99;4,3
perfumery2;perfumery;2;285,0;400;4,4;19;10;2017;56,99;4,3
perfumery2;perfumery;8;944,4;400;4,4;27;11;2017;56,99;4,3
perfumery2;perfumery;12;1416,0;400;4,4;34;12;2017;56,99;4,3
perfumery2;perfumery;6;707,4;400;4,4;15;1;2018;56,99;4,3
perfumery2;perfumery;11;1296,8;400;4,4;12;2;2018;56,99;4,3
perfumery2;perfumery;4;470,8;400;4,4;18;3;2018;50,49;4,3
perfumery2;perfumery;8;943,8;400;4,4;10;4;2018;49,99;4,3
perfumery2;perfumery;17;2038,3;400;4,4;16;5;2018;119,9;4,4
perfumery2;perfumery;14;1668,5;400;4,4;14;6;2018;119;4,4
perfumery2;perfumery;5;593,5;400;4,4;13;7;2018;49,99;4,3
perfumery2;perfumery;17;1987,4;400;4,4;19;8;2018;49,99;4,3
cool2;cool_stuff;8;1039,9;1600;4,3;22;3;2017;99,99;4,2
cool2;cool_stuff;14;1819,9;1600;4,3;33;4;2017;99,99;4,2
cool2;cool_stuff;18;2339,8;1600;4,3;58;5;2017;99,99;4,2
cool2;cool_stuff;17;2209,8;1600;4,3;42;6;2017;99,99;4,2
cool2;cool_stuff;16;2079,8;1600;4,3;42;7;2017;99,99;4,2
cool2;cool_stuff;16;1870,8;1600;4,3;39;8;2017;99,99;4,2
cool2;cool_stuff;10;1199,9;1600;4,3;33;10;2017;99,99;4,2
cool2;cool_stuff;9;1169,9;1600;4,3;42;11;2017;99,99;4,2
cool2;cool_stuff;3;390,0;1600;4,3;38;12;2017;99,99;4,2
cool2;cool_stuff;4;520,0;1600;4,3;102;1;2018;99,99;4,2
cool2;cool_stuff;2;260,0;1600;4,3;20;2;2018;99,99;4,2
cool2;cool_stuff;1;130,0;1600;4,3;45;3;2018;99,99;4,2
cool2;cool_stuff;1;130,0;1600;4,3;18;4;2018;90;4,2
computers1;computers_accessories;4;379,6;173;4;11;5;2017;94,9;4
computers1;computers_accessories;6;611,4;173;4;15;6;2017;159,99;4,2
computers1;computers_accessories;10;1099,0;173;4;17;7;2017;139,99;4,2
computers1;computers_accessories;2;219,8;173;4;15;8;2017;146;4,2
computers1;computers_accessories;4;395,6;173;4;15;9;2017;151,99;4,2
computers1;computers_accessories;4;395,6;173;4;31;10;2017;155;4,2
computers1;computers_accessories;6;593,4;173;4;36;11;2017;149,99;4,2
computers1;computers_accessories;1;98,9;173;4;35;12;2017;149,99;4,2
computers1;computers_accessories;31;2795,1;173;4;152;1;2018;157;4,2
computers1;computers_accessories;30;2537,2;173;4;202;2;2018;149;4,2
computers1;computers_accessories;13;1139,8;173;4;127;3;2018;136;4,2
computers1;computers_accessories;5;470,0;173;4;107;4;2018;121;4,2
computers1;computers_accessories;4;292,0;173;4;66;6;2018;114;4,2
computers1;computers_accessories;18;1199,5;173;4;43;7;2018;119,99;4,2
computers1;computers_accessories;1;79,9;173;4;18;8;2018;119,99;4,2
consoles2;consoles_games;1;19,9;100;3,9;13;7;2017;19,9;4,2
consoles2;consoles_games;11;218,9;100;3,9;33;8;2017;19,9;4,2
consoles2;consoles_games;9;179,1;100;3,9;17;9;2017;19,9;4,2
consoles2;consoles_games;12;248,0;100;3,9;38;10;2017;22;4,2
consoles2;consoles_games;23;563,5;100;3,9;49;11;2017;24,5;4,2
consoles2;consoles_games;17;416,5;100;3,9;30;12;2017;24,5;4,2
consoles2;consoles_games;10;271,2;100;3,9;9;1;2018;27;3,9
consoles2;consoles_games;1;32,5;100;3,9;6;2;2018;32,5;4,2
consoles2;consoles_games;7;229,2;100;3,9;13;3;2018;32,5;4,2
consoles2;consoles_games;6;205,2;100;3,9;13;4;2018;35;4,2
health5;health_beauty;8;2799,2;900;4,3;9;1;2017;34,99;4,3
health5;health_beauty;4;1399,6;900;4,3;19;2;2017;19,99;4,3
health5;health_beauty;2;699,8;900;4,3;25;3;2017;19,99;4,3
health5;health_beauty;1;349,9;900;4,3;23;4;2017;19,99;4,3
health5;health_beauty;4;1399,6;900;4,3;41;5;2017;19,99;4,3
health5;health_beauty;2;699,8;900;4,3;53;6;2017;19,99;4,3
health5;health_beauty;1;349,9;900;4,3;61;7;2017;19,99;4,3
health5;health_beauty;7;2449,3;900;4,3;82;8;2017;23;4,3
health5;health_beauty;7;2449,3;900;4,3;89;9;2017;23,99;4,3
health5;health_beauty;10;3499,0;900;4,3;81;10;2017;23,99;4,3
health5;health_beauty;11;3543,5;900;4,3;139;11;2017;23,99;4,3
health5;health_beauty;7;2449,3;900;4,3;112;12;2017;23,99;4,3
health5;health_beauty;12;4198,8;900;4,3;98;1;2018;23,99;4,3
health5;health_beauty;15;5248,5;900;4,3;126;2;2018;23,99;4,3
health5;health_beauty;17;5948,3;900;4,3;169;3;2018;23,99;4,3
health5;health_beauty;7;2449,3;900;4,3;118;4;2018;34,99;4,3
health5;health_beauty;10;3513,1;900;4,3;159;5;2018;23,99;4,3
health5;health_beauty;11;4004,0;900;4,3;131;6;2018;23,99;4,3
health5;health_beauty;11;4004,0;900;4,3;113;7;2018;23,99;4,3
health5;health_beauty;9;3276,0;900;4,3;127;8;2018;23,99;4,3
watches8;watches_gifts;2;479,8;335;4,1;29;7;2017;162;4,2
watches8;watches_gifts;2;479,8;335;4,1;43;10;2017;134,9;4,2
watches8;watches_gifts;2;459,8;335;4,1;59;1;2018;229,9;4,1
watches8;watches_gifts;11;2250,8;335;4,1;90;2;2018;128;4,2
watches8;watches_gifts;16;2680,0;335;4,1;125;3;2018;117;4,2
watches8;watches_gifts;26;3908,9;335;4,1;178;4;2018;106;4,2
watches8;watches_gifts;30;4355,0;335;4,1;260;5;2018;104;4,2
watches8;watches_gifts;3;457,9;335;4,1;93;6;2018;119;4,2
watches8;watches_gifts;14;2200,0;335;4,1;122;7;2018;118;4,2
watches8;watches_gifts;11;1737,4;335;4,1;61;8;2018;112;4,2
furniture4;furniture_decor;1;99,9;2500;4,4;64;11;2017;75;4,1
furniture4;furniture_decor;3;299,7;2500;4,4;40;12;2017;75;4,1
furniture4;furniture_decor;13;1298,7;2500;4,4;125;1;2018;70;4,1
